Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
"Plazas del Sol 2a Sección, Plazas del Sol 1a Sección, Plazas del Sol 3a Sección",20.575478980874,-100.37396790153299,Clínica dental,20.57669123244206,-100.37811269607268,Dentist's Office
"Plazas del Sol 2a Sección, Plazas del Sol 1a Sección, Plazas del Sol 3a Sección",20.575478980874,-100.37396790153299,LUAN,20.571785,-100.371901,Dentist's Office
"Plazas del Sol 2a Sección, Plazas del Sol 1a Sección, Plazas del Sol 3a Sección",20.575478980874,-100.37396790153299,Dr. Mauricio Lopez Duran Ortodoncia,20.576764167587495,-100.37950907383133,Dentist's Office
"Plazas del Sol 2a Sección, Plazas del Sol 1a Sección, Plazas del Sol 3a Sección",20.575478980874,-100.37396790153299,Hospital Veterinario Queretaro,20.57229187949409,-100.37268112184765,Veterinarian
"Plazas del Sol 2a Sección, Plazas del Sol 1a Sección, Plazas del Sol 3a Sección",20.575478980874,-100.37396790153299,Clínica Veterinaria Villa Mascota,20.58020490920758,-100.37788785179659,Veterinarian
"Plazas del Sol 2a Sección, Plazas del Sol 1a Sección, Plazas del Sol 3a Sección",20.575478980874,-100.37396790153299,Centro de Salud y Deporte Gómez Sainz,20.58182,-100.380385,Rehab Center
"Murano, Las Campanas, Privada de los Portones, Jurica, Jurica Pinar, Gobernantes, Jurica, Valle de Juriquilla, Rinconada Jurica, El Bordo, Hacienda Juriquilla Santa Fe, Bleu Casas Platina, Jurica, Santa Rosa, Vive, Dolce Terra, El Destino, Valle Garden, La Castellana, Atenas",20.6785304494651,-100.45039113132601,Medical Center Juriquilla,20.68320372476124,-100.45268210150752,Medical Center
"Murano, Las Campanas, Privada de los Portones, Jurica, Jurica Pinar, Gobernantes, Jurica, Valle de Juriquilla, Rinconada Jurica, El Bordo, Hacienda Juriquilla Santa Fe, Bleu Casas Platina, Jurica, Santa Rosa, Vive, Dolce Terra, El Destino, Valle Garden, La Castellana, Atenas",20.6785304494651,-100.45039113132601,Centro De Salud Jurica,20.676537034052593,-100.45868125745108,Doctor's Office
"Murano, Las Campanas, Privada de los Portones, Jurica, Jurica Pinar, Gobernantes, Jurica, Valle de Juriquilla, Rinconada Jurica, El Bordo, Hacienda Juriquilla Santa Fe, Bleu Casas Platina, Jurica, Santa Rosa, Vive, Dolce Terra, El Destino, Valle Garden, La Castellana, Atenas",20.6785304494651,-100.45039113132601,Clinica Estetica Dental,20.670780896457018,-100.45098067453003,Dentist's Office
"Satélite Sección Andadores, Ampliación Satélite, Satélite Sección Condominios, Josefa Ortiz de Domínguez III, Josefa Ortiz de Domínguez II, Cosmos (Satelite), Satélite, Lomas de Satélite",20.6374037703318,-100.448760311263,Farmacias del Ahorro,20.635365,-100.448237,Pharmacy
"Satélite Sección Andadores, Ampliación Satélite, Satélite Sección Condominios, Josefa Ortiz de Domínguez III, Josefa Ortiz de Domínguez II, Cosmos (Satelite), Satélite, Lomas de Satélite",20.6374037703318,-100.448760311263,Farmacias del Ahorro,20.6372693271852,-100.45165034453584,Pharmacy
"Satélite Sección Andadores, Ampliación Satélite, Satélite Sección Condominios, Josefa Ortiz de Domínguez III, Josefa Ortiz de Domínguez II, Cosmos (Satelite), Satélite, Lomas de Satélite",20.6374037703318,-100.448760311263,Farmacia Guadalajara Satelite,20.635060804168056,-100.45099713979998,Pharmacy
"Satélite Sección Andadores, Ampliación Satélite, Satélite Sección Condominios, Josefa Ortiz de Domínguez III, Josefa Ortiz de Domínguez II, Cosmos (Satelite), Satélite, Lomas de Satélite",20.6374037703318,-100.448760311263,Medivet,20.636868590073515,-100.45180943014903,Veterinarian
"Rancho San Pedro, Valle de San Pedro, El Arcángel, Tonatiuh 3a Sección, Tonatiuh 2a. Sección, Tonatiú, Tonatiuh 4a Sección, Alborada, Plan Santa María, Valle de San Pedro 2a Sección, Los Framboyanes, La Luna, Bosques del Sol, Rinconada del Sol, El Sol Residencial, El Sol, Santa Isabel",20.614654158561898,-100.45389081063699,Farmacia Guadalajara,20.618015095906088,-100.45451613467527,Pharmacy
"Rancho San Pedro, Valle de San Pedro, El Arcángel, Tonatiuh 3a Sección, Tonatiuh 2a. Sección, Tonatiú, Tonatiuh 4a Sección, Alborada, Plan Santa María, Valle de San Pedro 2a Sección, Los Framboyanes, La Luna, Bosques del Sol, Rinconada del Sol, El Sol Residencial, El Sol, Santa Isabel",20.614654158561898,-100.45389081063699,Dra. Uranga,20.61573713670006,-100.4448722649858,Doctor's Office
"Los Castaños, Sendero, Lomas del Carmen, La Huerta, El Rocio II, Don Manuel, Puerta del Sol II, Los Sauces, El Rocio",20.62090732961237,-100.44437426746984,Farmacia Guadalajara,20.62031906575941,-100.44592597751922,Pharmacy
"Los Castaños, Sendero, Lomas del Carmen, La Huerta, El Rocio II, Don Manuel, Puerta del Sol II, Los Sauces, El Rocio",20.62090732961237,-100.44437426746984,GNC,20.61883123755213,-100.4398233951793,Supplement Shop
"Los Castaños, Sendero, Lomas del Carmen, La Huerta, El Rocio II, Don Manuel, Puerta del Sol II, Los Sauces, El Rocio",20.62090732961237,-100.44437426746984,Farmacia Guadalajara,20.614790189947325,-100.44088562393958,Pharmacy
"Los Castaños, Sendero, Lomas del Carmen, La Huerta, El Rocio II, Don Manuel, Puerta del Sol II, Los Sauces, El Rocio",20.62090732961237,-100.44437426746984,Hospital San José,20.614985241088974,-100.43927496487849,Hospital
"Los Castaños, Sendero, Lomas del Carmen, La Huerta, El Rocio II, Don Manuel, Puerta del Sol II, Los Sauces, El Rocio",20.62090732961237,-100.44437426746984,Clinica Dental El Rocio,20.620399104252538,-100.44035022066616,Dentist's Office
"El Garambullo, Parque Santiago",20.628640622737,-100.45504244014201,Farmacia Guadalajara Begonias,20.628206,-100.453045,Drugstore
"El Garambullo, Parque Santiago",20.628640622737,-100.45504244014201,Farmacia Guadalajara,20.624096891381267,-100.46003062843572,Pharmacy
"El Garambullo, Parque Santiago",20.628640622737,-100.45504244014201,Hospital Santo Tomás,20.626436385346494,-100.46226557122978,Hospital
"El Garambullo, Parque Santiago",20.628640622737,-100.45504244014201,Farmacia Guadalajara Satelite,20.635060804168056,-100.45099713979998,Pharmacy
"El Garambullo, Parque Santiago",20.628640622737,-100.45504244014201,Dental Blue,20.633960612806057,-100.46139333438634,Dentist's Office
"El Garambullo, Parque Santiago",20.628640622737,-100.45504244014201,Medivet,20.636868590073515,-100.45180943014903,Veterinarian
"Ampliación Patria Nueva, Chula Vista I, Che Guevara (Axayacatl), Loma IX, 25 de Diciembre, Geo Villas, Josefa Ortiz de Domínguez IV, Tenochtitlán II, Víctor Iturbe, Rinconada de las Fuentes, Misión de Carrillo II, Chula Vista II, Patria Nueva, Loma Real, Eucaliptos, Lomas de San Ángel, Las Camelinas, Jardines de Azucenas, Prados del Rincón 2a. Sección, La Floresta, Misión de Carrillo, Tenochtitlán, Ciudad del Sol, Los Encinos, Sierra Colorada, Benito Juárez, Cerrito Colorado, Ciudad del Sol Sección Valle de Santiago, Real de la Loma, Puerta Navarra, Ex-Hacienda Santana, Villas de Guadalupe, Teotihuacan, La Loma, Cerrito Colorado 2a Secc, Querena, Claustros de la Loma, Geo Plazas, Vistas del Valle, Rocio Sanz, Bugambilias Residencial, La Peña, Las Azucenas, Puerta del Sol, La Cordillera, Colinas del Poniente",20.6426795287313,-100.47293330197701,Farmacia Guadalajara,20.644745515064635,-100.47208061596648,Pharmacy
"Ampliación Patria Nueva, Chula Vista I, Che Guevara (Axayacatl), Loma IX, 25 de Diciembre, Geo Villas, Josefa Ortiz de Domínguez IV, Tenochtitlán II, Víctor Iturbe, Rinconada de las Fuentes, Misión de Carrillo II, Chula Vista II, Patria Nueva, Loma Real, Eucaliptos, Lomas de San Ángel, Las Camelinas, Jardines de Azucenas, Prados del Rincón 2a. Sección, La Floresta, Misión de Carrillo, Tenochtitlán, Ciudad del Sol, Los Encinos, Sierra Colorada, Benito Juárez, Cerrito Colorado, Ciudad del Sol Sección Valle de Santiago, Real de la Loma, Puerta Navarra, Ex-Hacienda Santana, Villas de Guadalupe, Teotihuacan, La Loma, Cerrito Colorado 2a Secc, Querena, Claustros de la Loma, Geo Plazas, Vistas del Valle, Rocio Sanz, Bugambilias Residencial, La Peña, Las Azucenas, Puerta del Sol, La Cordillera, Colinas del Poniente",20.6426795287313,-100.47293330197701,Farmacia Homeopática (Monte Cárpatos),20.641409,-100.467766,Pharmacy
"Ampliación Patria Nueva, Chula Vista I, Che Guevara (Axayacatl), Loma IX, 25 de Diciembre, Geo Villas, Josefa Ortiz de Domínguez IV, Tenochtitlán II, Víctor Iturbe, Rinconada de las Fuentes, Misión de Carrillo II, Chula Vista II, Patria Nueva, Loma Real, Eucaliptos, Lomas de San Ángel, Las Camelinas, Jardines de Azucenas, Prados del Rincón 2a. Sección, La Floresta, Misión de Carrillo, Tenochtitlán, Ciudad del Sol, Los Encinos, Sierra Colorada, Benito Juárez, Cerrito Colorado, Ciudad del Sol Sección Valle de Santiago, Real de la Loma, Puerta Navarra, Ex-Hacienda Santana, Villas de Guadalupe, Teotihuacan, La Loma, Cerrito Colorado 2a Secc, Querena, Claustros de la Loma, Geo Plazas, Vistas del Valle, Rocio Sanz, Bugambilias Residencial, La Peña, Las Azucenas, Puerta del Sol, La Cordillera, Colinas del Poniente",20.6426795287313,-100.47293330197701,Dra Rocio Mendieta,20.640702169681134,-100.4657018145315,Pharmacy
"Ampliación Patria Nueva, Chula Vista I, Che Guevara (Axayacatl), Loma IX, 25 de Diciembre, Geo Villas, Josefa Ortiz de Domínguez IV, Tenochtitlán II, Víctor Iturbe, Rinconada de las Fuentes, Misión de Carrillo II, Chula Vista II, Patria Nueva, Loma Real, Eucaliptos, Lomas de San Ángel, Las Camelinas, Jardines de Azucenas, Prados del Rincón 2a. Sección, La Floresta, Misión de Carrillo, Tenochtitlán, Ciudad del Sol, Los Encinos, Sierra Colorada, Benito Juárez, Cerrito Colorado, Ciudad del Sol Sección Valle de Santiago, Real de la Loma, Puerta Navarra, Ex-Hacienda Santana, Villas de Guadalupe, Teotihuacan, La Loma, Cerrito Colorado 2a Secc, Querena, Claustros de la Loma, Geo Plazas, Vistas del Valle, Rocio Sanz, Bugambilias Residencial, La Peña, Las Azucenas, Puerta del Sol, La Cordillera, Colinas del Poniente",20.6426795287313,-100.47293330197701,Rio De Luz,20.639215190614724,-100.46597628044691,Medical Center
"Ampliación Patria Nueva, Chula Vista I, Che Guevara (Axayacatl), Loma IX, 25 de Diciembre, Geo Villas, Josefa Ortiz de Domínguez IV, Tenochtitlán II, Víctor Iturbe, Rinconada de las Fuentes, Misión de Carrillo II, Chula Vista II, Patria Nueva, Loma Real, Eucaliptos, Lomas de San Ángel, Las Camelinas, Jardines de Azucenas, Prados del Rincón 2a. Sección, La Floresta, Misión de Carrillo, Tenochtitlán, Ciudad del Sol, Los Encinos, Sierra Colorada, Benito Juárez, Cerrito Colorado, Ciudad del Sol Sección Valle de Santiago, Real de la Loma, Puerta Navarra, Ex-Hacienda Santana, Villas de Guadalupe, Teotihuacan, La Loma, Cerrito Colorado 2a Secc, Querena, Claustros de la Loma, Geo Plazas, Vistas del Valle, Rocio Sanz, Bugambilias Residencial, La Peña, Las Azucenas, Puerta del Sol, La Cordillera, Colinas del Poniente",20.6426795287313,-100.47293330197701,farmacia Guadalajara,20.65120155168176,-100.47169284472618,Pharmacy
"Pedregal de Buenos Aires, Centenario, Francisco Javier Mina, Comevi, Laderas de San Pedro, La Esmeralda, San Marcos I, Jardines del Sol, Fernando de Tapia, Fundadores, Misión Fundadores, Colinas de Santa Cruz 2a Sección, Colinas de Santa Cruz 1a Sección, San Pedro Mártir, Rubén Jaramillo, Desarrollo Familiar, San Marcos, Insurgentes, Prados del Rincón",20.622135727857,-100.461988828161,Farmacia Guadalajara,20.624096891381267,-100.46003062843572,Pharmacy
"Pedregal de Buenos Aires, Centenario, Francisco Javier Mina, Comevi, Laderas de San Pedro, La Esmeralda, San Marcos I, Jardines del Sol, Fernando de Tapia, Fundadores, Misión Fundadores, Colinas de Santa Cruz 2a Sección, Colinas de Santa Cruz 1a Sección, San Pedro Mártir, Rubén Jaramillo, Desarrollo Familiar, San Marcos, Insurgentes, Prados del Rincón",20.622135727857,-100.461988828161,Farmacia Guadalajara,20.618015095906088,-100.45451613467527,Pharmacy
"Pedregal de Buenos Aires, Centenario, Francisco Javier Mina, Comevi, Laderas de San Pedro, La Esmeralda, San Marcos I, Jardines del Sol, Fernando de Tapia, Fundadores, Misión Fundadores, Colinas de Santa Cruz 2a Sección, Colinas de Santa Cruz 1a Sección, San Pedro Mártir, Rubén Jaramillo, Desarrollo Familiar, San Marcos, Insurgentes, Prados del Rincón",20.622135727857,-100.461988828161,Hospital Santo Tomás,20.626436385346494,-100.46226557122978,Hospital
"Paseos de San Miguel, Eduardo Loarca Castillo, Jardines de Jurica, El Romerillal, Villas de San Miguel, Paraíso, Revolución, San Miguel, Leyes de Reforma, El Tepeyac, Real del Marques Residencial, 5 de Febrero, Rinconada del Cerrito, Luis Donaldo Colosio, Prados de Loma Bonita, 15 de Mayo, Lomas del Pedregal 2a. Sección, Independencia, Libertadores, Loma Bonita 2a. Sección, Francisco Villa I, Hacienda Mompaní, Monte Vesubio, Morelos, Francisco Villa II, Rosendo Salazar, Cerrito Colorado IV, Cerrito Colorado V, Cerrito Colorado VI, Cerrito Colorado VII, Miguel Hidalgo, Loma Bonita, 10 de Abril, Cerrito Colorado III",20.650906217890398,-100.471766186369,farmacia Guadalajara,20.65120155168176,-100.47169284472618,Pharmacy
"Paseos de San Miguel, Eduardo Loarca Castillo, Jardines de Jurica, El Romerillal, Villas de San Miguel, Paraíso, Revolución, San Miguel, Leyes de Reforma, El Tepeyac, Real del Marques Residencial, 5 de Febrero, Rinconada del Cerrito, Luis Donaldo Colosio, Prados de Loma Bonita, 15 de Mayo, Lomas del Pedregal 2a. Sección, Independencia, Libertadores, Loma Bonita 2a. Sección, Francisco Villa I, Hacienda Mompaní, Monte Vesubio, Morelos, Francisco Villa II, Rosendo Salazar, Cerrito Colorado IV, Cerrito Colorado V, Cerrito Colorado VI, Cerrito Colorado VII, Miguel Hidalgo, Loma Bonita, 10 de Abril, Cerrito Colorado III",20.650906217890398,-100.471766186369,Farmacia Guadalajara,20.644745515064635,-100.47208061596648,Pharmacy
"Benito Juárez, Santiago",20.6332583149678,-100.432231251854,Centro Neurológico Querétaro,20.6288789956868,-100.42585814580399,Medical Center
"Benito Juárez, Santiago",20.6332583149678,-100.432231251854,Nutrióloga,20.636468924644824,-100.43474188112295,Doctor's Office
"Benito Juárez, Santiago",20.6332583149678,-100.432231251854,Clínica Issste Sombrerete,20.64192,-100.4308154,Doctor's Office
"Altos de San Pablo, La Esperanza, Puesta del Sol, Felipe Ángeles, Tlanese, Nueva Esperanza, San Pablo III (INFONAVIT), Conquistadores, San Pablo IV (INFONAVIT), Las Américas San Pablo, Las Américas, Movimiento Obrero",20.6261267997451,-100.417205824349,Farmacias FarmaVita Sucursal Preparatoria,20.625682822465933,-100.41254997253418,Pharmacy
"Altos de San Pablo, La Esperanza, Puesta del Sol, Felipe Ángeles, Tlanese, Nueva Esperanza, San Pablo III (INFONAVIT), Conquistadores, San Pablo IV (INFONAVIT), Las Américas San Pablo, Las Américas, Movimiento Obrero",20.6261267997451,-100.417205824349,Clínica 15 IMSS,20.623630434186527,-100.41166463039008,Hospital
"Altos de San Pablo, La Esperanza, Puesta del Sol, Felipe Ángeles, Tlanese, Nueva Esperanza, San Pablo III (INFONAVIT), Conquistadores, San Pablo IV (INFONAVIT), Las Américas San Pablo, Las Américas, Movimiento Obrero",20.6261267997451,-100.417205824349,PODOLOGO SAN ANGEL,20.621411761306387,-100.41068263321968,Medical Center
"Altos de San Pablo, La Esperanza, Puesta del Sol, Felipe Ángeles, Tlanese, Nueva Esperanza, San Pablo III (INFONAVIT), Conquistadores, San Pablo IV (INFONAVIT), Las Américas San Pablo, Las Américas, Movimiento Obrero",20.6261267997451,-100.417205824349,Unidad de Medicina Familiar #15,20.62401606331001,-100.41079235304592,Doctor's Office
"Altos de San Pablo, La Esperanza, Puesta del Sol, Felipe Ángeles, Tlanese, Nueva Esperanza, San Pablo III (INFONAVIT), Conquistadores, San Pablo IV (INFONAVIT), Las Américas San Pablo, Las Américas, Movimiento Obrero",20.6261267997451,-100.417205824349,Laboratorio Chopo,20.622250260854347,-100.4186431512973,Medical Lab
"San Pablo II FOVISSSTE, Desarrollo San Pablo, San Pablo I FOVISSSTE, Rivera y Tamayo, Punta San Carlos, Latinoamericana, Misión Bucareli Sur, José María Bustamante, Margaritas, Proyección 2000, Desarrollo San Ángel, San Pablo, Valle de San Pablo, La Condesa, Balcones de San Pablo, Jardines de Alborada, Sergio Villaseñor, Lomas de San Pablo, Cipreses, Los Robles, Bellavista, Terrazas de San Pablo, Desarrollo San Pablo I, Desarrollo San Pablo II, San Pablo I, San Pablo II, Nuevo Horizonte",20.6324001017515,-100.411327717382,Farmacias FarmaVita Sucursal Preparatoria,20.625682822465933,-100.41254997253418,Pharmacy
"San Pablo II FOVISSSTE, Desarrollo San Pablo, San Pablo I FOVISSSTE, Rivera y Tamayo, Punta San Carlos, Latinoamericana, Misión Bucareli Sur, José María Bustamante, Margaritas, Proyección 2000, Desarrollo San Ángel, San Pablo, Valle de San Pablo, La Condesa, Balcones de San Pablo, Jardines de Alborada, Sergio Villaseñor, Lomas de San Pablo, Cipreses, Los Robles, Bellavista, Terrazas de San Pablo, Desarrollo San Pablo I, Desarrollo San Pablo II, San Pablo I, San Pablo II, Nuevo Horizonte",20.6324001017515,-100.411327717382,Clínica 15 IMSS,20.623630434186527,-100.41166463039008,Hospital
"San Pablo II FOVISSSTE, Desarrollo San Pablo, San Pablo I FOVISSSTE, Rivera y Tamayo, Punta San Carlos, Latinoamericana, Misión Bucareli Sur, José María Bustamante, Margaritas, Proyección 2000, Desarrollo San Ángel, San Pablo, Valle de San Pablo, La Condesa, Balcones de San Pablo, Jardines de Alborada, Sergio Villaseñor, Lomas de San Pablo, Cipreses, Los Robles, Bellavista, Terrazas de San Pablo, Desarrollo San Pablo I, Desarrollo San Pablo II, San Pablo I, San Pablo II, Nuevo Horizonte",20.6324001017515,-100.411327717382,Unidad de Medicina Familiar #15,20.62401606331001,-100.41079235304592,Doctor's Office
"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac",20.658085500000002,-100.42672259999999,CMJ Centro Médico Jurica,20.654103688335358,-100.4340044426329,Medical Center
"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac",20.658085500000002,-100.42672259999999,Farmacia De Descuento,20.66546,-100.423309,Pharmacy
"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac",20.658085500000002,-100.42672259999999,Dharma,20.662131,-100.434554,Physical Therapist
"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac",20.658085500000002,-100.42672259999999,Odontología Infantil,20.65360272821359,-100.43332613192743,Dentist's Office
"Lomas del Salitre, Palmares, Parque Industrial Jurica, Arco de Piedra, El Salitre, Raquet Club, Cuitláhuac",20.658085500000002,-100.42672259999999,Pro-Bebe,20.6556631005608,-100.43147939041053,Baby Store
"Industrial, Obrera",20.6196219488272,-100.426217482537,Farmacia obrera,20.6240708,-100.424398,Pharmacy
"Industrial, Obrera",20.6196219488272,-100.426217482537,Farmacia Guadalajara,20.616182946733794,-100.4345443333991,Pharmacy
"Industrial, Obrera",20.6196219488272,-100.426217482537,Odontologia Integral QRO,20.618385314941406,-100.4256820678711,Dentist's Office
"Industrial, Obrera",20.6196219488272,-100.426217482537,Laboratorio Chopo,20.622250260854347,-100.4186431512973,Medical Lab
"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo",20.6078977,-100.4396002,Farmacias del Ahorro,20.61271971862208,-100.43586226608437,Pharmacy
"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo",20.6078977,-100.4396002,Farmacia Guadalajara,20.614790189947325,-100.44088562393958,Pharmacy
"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo",20.6078977,-100.4396002,Hospital San José,20.614985241088974,-100.43927496487849,Hospital
"Rancho Bellavista, Santa Mónica, San Sebastián, Ampolletas, El Mirador, El Tintero Dos (Las Margaritas), Plutarco Elías Calles, Solidaridad 90, El Arco, El Tintero, Nuevo Carrillo",20.6078977,-100.4396002,MENOS KILOS Carrillo,20.610234106963397,-100.43492963020812,Doctor's Office
"San Antonio de la Punta, 5 de Febrero",20.596489478766397,-100.42329040126499,Silliker Labs. a Merieux NutriSciencies Company,20.594186896192905,-100.42321349566451,Pharmacy
"San Antonio de la Punta, 5 de Febrero",20.596489478766397,-100.42329040126499,Farmacia Guadalajara,20.602938992005694,-100.42049264282001,Pharmacy
"San Antonio de la Punta, 5 de Febrero",20.596489478766397,-100.42329040126499,Farmacias del Ahorro,20.602785972486046,-100.42352075396468,Pharmacy
"José María Arteaga, Zona Militar",20.593969471744998,-100.434995636573,Dentista Dra. Maria Jimenez Diaz,20.595987,-100.430858,Dentist's Office
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Farmacia Similares Y Genéricos,20.59477,-100.45001,Pharmacy
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Farmacia Nutrimedic,20.596776962280273,-100.45136260986328,Pharmacy
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Clínica dental especializada,20.5966,-100.452,Medical Center
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Dra. Xochilt,20.604433,-100.438866,Medical Center
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Centro De Salud Santa Maria Magdalena,20.600593,-100.448038,Doctor's Office
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Farmacia Bernal Santa Maria,20.593092,-100.449265,Doctor's Office
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Interlab,20.6033404,-100.4428076,Medical Lab
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Odontologia Integral Diseñando Sonrisas,20.603958129882812,-100.44551849365234,Dentist's Office
"La Aurora, Del Valle, San José 2a Sección, El Chamizal, Ferrocarriles Sección Rinconada Santa Anita, Jardines del Valle, Valle Real de San Ángel, La Sierrita, San Antonio del Maurel, Las Flores, Santo Niño, Santa María Magdalena, Fuentes Residencial",20.596632019551638,-100.44329796016737,Consultorio Dental Dra. Guadalupe Sierra,20.605128144686976,-100.44218315812807,Dentist's Office
"El Tintero, El Higo, Valle del Mezquital, Rinconada Zimapán, Luis Donaldo Colosio, Villas de Santa Mónica, Santa Mónica 1a Sección, El Progreso, Las Teresas, Felipe Carrillo Puerto, Santa Mónica 2a Secc",20.605423641940288,-100.4309668744642,Unidad de Medicina Familiar #9,20.604465629452157,-100.4284970962856,Hospital
"El Tintero, El Higo, Valle del Mezquital, Rinconada Zimapán, Luis Donaldo Colosio, Villas de Santa Mónica, Santa Mónica 1a Sección, El Progreso, Las Teresas, Felipe Carrillo Puerto, Santa Mónica 2a Secc",20.605423641940288,-100.4309668744642,Farmacias del Ahorro,20.602785972486046,-100.42352075396468,Pharmacy
"El Tintero, El Higo, Valle del Mezquital, Rinconada Zimapán, Luis Donaldo Colosio, Villas de Santa Mónica, Santa Mónica 1a Sección, El Progreso, Las Teresas, Felipe Carrillo Puerto, Santa Mónica 2a Secc",20.605423641940288,-100.4309668744642,Farmacias del Ahorro,20.61271971862208,-100.43586226608437,Pharmacy
"El Tintero, El Higo, Valle del Mezquital, Rinconada Zimapán, Luis Donaldo Colosio, Villas de Santa Mónica, Santa Mónica 1a Sección, El Progreso, Las Teresas, Felipe Carrillo Puerto, Santa Mónica 2a Secc",20.605423641940288,-100.4309668744642,MENOS KILOS Carrillo,20.610234106963397,-100.43492963020812,Doctor's Office
"La Higuera, Las Josefinas, Carrillo, Los Laureles, San José, Los Tabachines, Manuel Jurado, San Diego",20.6124993909637,-100.424620376422,Unidad de Medicina Familiar #9,20.604465629452157,-100.4284970962856,Hospital
"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque",20.6160678273731,-100.38485218832001,Farmacia Guadalajara,20.61375714806364,-100.38511014181967,Pharmacy
"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque",20.6160678273731,-100.38485218832001,farmacia del ahorro derma,20.611175115440638,-100.37917943446452,Drugstore
"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque",20.6160678273731,-100.38485218832001,GNC,20.614453907197383,-100.39128596815432,Pharmacy
"Privada Arboledas, Cedros Tilipanes, Cedros Alcatraces, Las Plazas, Parque Queretaro 2000, Arboledas del Parque, San Pedrito Peñuelas, Viveros Residencial, Arboledas, Balcones Coloniales, Villas del Parque, Vista 2000, Colinas del Parque",20.6160678273731,-100.38485218832001,Derma,20.609305928500664,-100.38624930101881,Pharmacy
