AGEB KEY,POPULATION,Population from zero to 14 years,Population aged 18 to 24 that attends school,Population of 18 years and over with post-basic education,Economically active population,Population entitled to health services,IMSS entitled population,ISSSTE entitled population,Population entitled by Seguro Popular,Married or united population of 12 years and over,Population in census households,Total homes,Inhabited private homes that have internet,Inhabited private homes that have a cell phone,Inhabited private homes that have a computer,Inhabited private homes that have a car or truck,Inhabited private homes that have a washing machine,Inhabited private homes that have a refrigerator,Inhabited private homes that have a television,"Inhabited private homes that have electricity, piped water from the public network and drainage",Inhabited private homes that have electric light,Private dwellings inhabited with a floor made of different material than earth,Occupants in inhabited private homes
2200140252014,195,49,7,34,87,144,119,12,13,73,195,60,13,32,16,15,32,41,47,50,50,51,195
2200140252015,370,86,18,128,179,251,186,17,49,124,367,89,23,60,29,31,55,71,76,78,78,78,367
2200140252016,372,82,20,109,186,251,191,21,37,147,369,103,25,66,37,36,61,78,87,87,88,88,369
2200140252017,213,46,*,34,105,130,112,0,18,76,207,46,6,27,8,15,29,35,38,40,40,41,207
2200140252018,122,36,4,25,43,83,68,13,*,42,116,25,5,16,6,8,22,21,21,22,22,22,116
2200140252019,70,14,*,22,35,36,26,6,4,28,67,19,7,13,7,8,12,16,16,16,16,15,67
2200140252020,381,79,9,90,192,240,169,16,51,145,369,156,15,81,27,30,51,70,99,105,105,105,369
2200140252021,377,85,8,90,183,228,163,5,54,151,374,138,17,68,29,32,63,84,102,102,105,103,374
2200140252022,105,28,3,23,40,69,62,5,*,47,102,33,4,21,9,7,20,27,28,28,28,29,102
2200140252023,104,24,3,20,40,75,63,*,10,44,104,23,9,16,9,14,18,21,21,21,21,21,104
2200140252024,108,28,3,22,37,82,74,0,8,46,105,23,4,14,6,12,17,21,21,22,22,22,105
2200140252025,129,30,7,47,73,76,48,6,22,39,129,54,10,28,14,14,27,31,33,34,34,34,129
2200140252026,170,20,15,95,80,110,77,16,11,68,168,59,26,40,32,37,43,47,49,49,49,48,168
2200140252027,110,26,*,48,56,61,44,13,7,42,110,32,11,19,13,20,22,27,28,28,28,28,110
2200140252028,131,27,4,67,62,68,54,14,*,55,131,36,14,30,20,26,33,35,36,35,36,35,131
2200140252029,129,35,6,58,56,92,82,6,*,44,129,37,12,27,16,23,28,33,33,33,33,32,129
2200140252030,88,15,6,50,36,59,48,3,4,35,85,34,13,20,15,14,25,26,25,26,26,26,85
2200140252031,48,7,4,25,18,41,34,5,*,15,48,14,9,10,10,10,11,11,12,12,12,10,48
2200140252032,57,8,*,16,26,24,16,*,7,13,54,26,4,12,6,6,8,16,17,17,17,17,54
2200140252035,108,7,4,51,57,67,60,5,0,43,105,34,14,26,19,21,27,31,32,32,32,30,105
2200140252036,133,18,11,79,69,88,68,19,6,55,133,38,19,32,20,24,33,36,36,36,36,36,133
2200140252037,24,8,0,5,14,17,12,3,*,9,24,7,0,5,*,0,4,6,6,6,6,6,24
2200140252038,59,18,*,15,25,48,28,0,18,22,59,16,5,10,5,8,10,13,13,13,13,13,59
2200140267000,6026,1408,222,1502,2721,4102,2985,266,825,2138,5911,1750,276,1093,418,498,955,1214,1383,1435,1443,1423,5911
2200140267001,561,134,17,126,253,371,288,15,65,201,555,145,22,98,34,37,86,113,125,129,129,124,555
2200140267002,148,22,12,54,57,110,88,11,12,44,139,39,12,25,16,17,30,31,32,32,32,32,139
2200140267003,214,64,9,60,101,134,103,8,23,77,214,53,9,37,16,19,34,46,50,49,50,48,214
2200140267004,48,12,3,15,21,22,22,0,0,18,48,10,5,9,7,6,9,9,10,10,10,10,48
2200140267005,190,37,15,66,87,121,81,18,19,56,184,62,14,40,20,18,32,45,47,47,47,47,184
2200140267006,505,111,19,139,236,369,270,36,60,195,502,150,21,100,33,44,95,113,121,126,126,125,502
2200140267007,161,35,5,40,74,114,90,8,15,66,158,57,9,36,13,17,31,40,40,44,44,43,158
2200140267008,424,96,17,110,192,274,163,22,94,132,412,138,22,77,37,32,72,93,106,109,110,107,412
2200140267009,411,90,11,101,203,297,212,18,66,143,405,134,15,73,24,33,72,92,101,103,105,104,405
2200140267010,426,105,17,112,203,319,202,36,79,147,404,123,15,76,25,34,60,79,98,101,102,103,404
2200140267011,205,50,*,29,101,111,68,9,31,62,202,89,6,42,8,14,19,30,45,55,56,56,202
2200140267012,96,24,*,31,40,68,58,0,9,35,96,28,9,20,13,13,21,22,25,25,25,25,96
2200140267013,67,11,3,21,29,49,41,*,7,18,64,21,6,11,8,9,13,15,15,15,15,15,64
2200140267014,5,*,*,*,*,*,*,*,*,*,*,3,*,*,*,*,*,*,*,*,*,*,*
2200140267015,38,4,*,16,23,27,23,*,3,16,35,16,5,9,7,5,8,10,13,14,14,13,35
2200140267016,148,24,8,39,76,85,62,*,19,54,148,41,5,27,9,9,23,30,35,35,35,34,148
2200140267017,201,37,6,50,88,129,93,6,22,55,189,70,7,43,10,13,28,44,50,54,54,54,189
2200140267018,452,131,8,77,215,313,228,10,76,174,452,126,10,86,19,27,60,79,108,109,110,111,452
2200140267020,437,106,13,101,161,310,224,29,53,180,434,104,20,64,28,40,64,84,91,96,96,92,434
2200140267021,162,33,8,47,71,102,85,10,9,44,156,37,10,26,15,14,22,29,32,32,32,32,156
2200140267022,146,37,4,49,60,114,97,4,13,58,146,35,15,28,19,19,28,28,31,31,31,30,146
2200140267023,69,11,4,25,28,50,36,3,10,26,66,24,*,15,7,5,12,13,16,17,17,18,66
2200140267024,320,77,15,71,147,207,154,5,48,126,317,83,12,55,18,26,46,58,64,65,65,65,317
2200140267025,295,70,10,74,116,197,160,3,33,111,289,69,14,44,17,31,47,56,56,59,59,56,289
2200140267026,2,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200140267027,10,*,0,0,*,6,6,0,0,4,7,5,0,*,0,0,*,*,*,*,*,*,7
2200140267028,285,83,13,48,137,196,125,11,59,96,282,87,11,49,15,14,38,51,67,73,74,74,282
2200140271000,5030,1120,266,1834,2379,3625,2518,326,546,1901,4982,1411,467,969,607,643,958,1116,1200,1220,1223,1206,4982
2200140271001,480,123,14,108,245,313,226,14,68,170,480,121,21,87,31,37,69,91,103,106,106,104,480
2200140271002,110,35,4,37,46,93,72,11,*,37,110,30,8,23,15,12,20,24,24,25,25,25,110
2200140271003,56,17,3,17,28,35,22,9,4,18,56,23,*,8,4,4,9,10,13,14,15,15,56
2200140271004,137,32,*,31,81,104,63,9,32,54,137,40,6,27,10,12,30,31,36,38,38,37,137
2200140271005,450,133,12,84,216,337,221,5,88,176,450,114,18,79,30,31,67,92,105,108,108,106,450
2200140271006,355,95,24,121,168,268,176,13,59,142,349,103,29,72,38,45,64,79,88,89,90,88,349
2200140271007,115,22,9,73,50,95,44,5,5,47,115,41,34,35,34,35,35,35,35,35,35,35,115
2200140271008,78,16,7,52,41,60,36,13,4,31,78,24,12,20,14,19,20,20,21,21,21,21,78
2200140271009,69,17,7,22,31,51,31,8,12,19,69,19,5,10,7,7,11,16,17,17,17,17,69
2200140271010,533,144,22,105,221,351,244,20,76,185,512,125,24,77,38,32,75,87,100,104,104,102,512
2200140271011,258,72,12,59,109,165,118,11,31,96,258,56,10,38,13,15,36,48,52,53,53,51,258
2200140271013,56,10,6,35,27,36,15,0,4,24,56,16,14,15,14,14,15,15,15,15,15,15,56
2200140271014,83,13,3,30,41,62,40,18,4,27,83,23,5,16,10,10,15,21,21,22,22,22,83
2200140271015,393,88,15,108,167,278,178,29,60,138,390,105,19,66,33,33,62,79,87,88,88,87,390
2200140271016,99,21,3,32,44,62,38,19,4,34,96,30,4,22,9,10,19,24,26,26,26,25,96
2200140271017,156,32,5,28,73,110,71,12,26,44,153,47,8,27,14,8,29,33,38,39,39,38,153
2200140271018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140271020,114,8,12,80,60,99,80,9,5,53,114,38,27,29,27,29,33,35,35,35,35,35,114
2200140271021,73,8,5,54,39,64,56,8,0,33,73,30,13,19,18,18,21,21,21,20,21,20,73
2200140271022,16,*,*,9,10,10,9,*,0,6,16,7,4,5,5,4,5,6,6,6,6,6,16
2200140271023,115,15,9,72,57,86,72,10,3,46,115,33,24,26,26,25,28,30,30,30,30,30,115
2200140271024,152,28,9,94,75,109,94,7,*,69,149,45,22,31,32,35,38,40,40,42,42,42,149
2200140271025,57,7,7,36,19,43,35,*,0,25,54,17,11,14,13,13,14,15,15,15,15,15,54
2200140271027,33,5,3,17,15,27,20,7,0,6,33,11,5,10,7,7,9,10,10,10,10,10,33
2200140271028,58,5,5,36,30,42,41,0,0,17,58,20,10,13,13,14,15,15,15,15,15,15,58
2200140271029,125,15,17,92,65,89,64,22,*,53,125,39,30,28,33,30,30,32,33,33,33,33,125
2200140271032,67,20,*,19,28,41,32,0,8,25,64,27,*,12,4,5,12,13,17,17,17,16,64
2200140271033,59,13,4,31,28,46,27,6,7,25,59,21,6,14,6,12,13,16,16,16,16,16,59
2200140271034,3,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200140271038,123,13,15,84,65,87,72,7,0,57,123,36,24,29,23,30,34,36,36,36,36,36,123
2200140271041,6,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200140271043,169,25,7,77,88,120,100,17,3,74,169,45,14,26,22,27,36,37,37,37,37,37,169
2200140271045,291,53,12,99,146,209,151,25,33,107,288,75,17,50,24,28,51,61,64,64,64,63,288
2200140271047,49,6,4,31,25,40,28,0,0,16,49,16,12,14,12,13,14,14,14,14,14,14,49
2200140271051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140271052,3,*,*,*,*,*,*,*,*,*,*,2,*,*,*,*,*,*,*,*,*,*,*
2200140271054,34,10,*,22,15,34,13,0,0,19,34,12,9,9,9,9,9,9,9,9,9,9,34
2200140271055,55,16,6,30,21,52,28,7,*,24,55,16,15,15,15,15,16,16,16,16,16,16,55
2200140286000,1313,233,99,898,597,957,560,57,6,606,1286,448,318,346,330,360,371,380,379,382,383,381,1286
2200140286001,95,16,8,68,47,70,41,*,*,42,95,31,21,25,24,27,27,28,28,28,28,28,95
2200140286002,23,0,6,21,14,16,11,0,0,9,23,11,6,7,6,8,7,8,8,7,8,8,23
2200140286003,72,10,4,56,33,49,36,5,0,40,72,25,15,19,17,23,22,23,23,23,23,23,72
2200140286004,64,3,6,50,33,50,34,0,0,30,64,21,14,17,15,17,19,19,19,19,19,19,64
2200140286005,39,4,*,25,14,35,28,0,0,18,39,16,10,12,12,13,13,14,14,14,14,13,39
2200140286006,26,4,*,19,13,19,10,0,0,14,26,10,8,9,8,9,9,9,9,9,9,9,26
2200140286007,59,6,7,45,36,49,40,*,0,22,56,21,16,16,16,18,19,19,19,19,19,19,56
2200140286008,19,0,*,19,11,11,4,0,0,12,19,7,5,6,5,6,6,6,6,6,6,6,19
2200140286009,70,9,7,55,35,45,32,3,0,37,70,21,17,16,18,17,19,20,20,20,20,20,70
2200140286010,256,81,16,153,92,192,98,0,0,126,256,78,61,64,62,63,65,65,65,67,67,66,256
2200140286011,31,9,*,15,13,22,3,7,3,12,28,11,7,10,7,10,10,10,10,10,10,10,28
2200140286012,36,3,6,25,16,31,13,*,0,18,36,11,10,10,10,10,10,10,10,10,10,10,36
2200140286013,63,5,4,47,35,44,25,3,0,16,60,23,14,15,14,15,15,16,16,16,16,16,60
2200140286014,20,*,*,16,11,20,11,8,0,10,20,6,6,6,6,6,6,6,6,6,6,6,20
2200140286015,54,9,4,36,22,43,30,4,0,23,54,16,11,13,11,14,16,16,16,16,16,16,54
2200140286016,40,9,0,29,21,36,11,0,0,18,40,14,10,10,11,10,11,11,11,11,11,11,40
2200140286017,42,3,4,34,26,20,16,*,*,21,39,15,10,12,10,12,13,13,13,13,13,13,39
2200140286018,20,*,3,13,9,16,9,7,0,9,20,12,6,5,6,7,5,7,7,7,7,7,20
2200140286019,46,5,4,31,19,19,18,*,0,21,43,20,12,12,12,13,14,14,14,15,15,15,43
2200140286020,28,7,0,17,9,19,13,4,0,12,25,11,8,8,8,9,9,9,9,9,9,9,25
2200140286023,10,*,0,5,*,3,3,0,0,5,7,4,*,*,*,*,*,*,*,*,*,*,7
2200140286024,5,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200140286025,49,8,0,24,17,33,25,*,0,18,43,18,7,10,9,9,12,13,13,13,13,13,43
2200140286026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140286034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140286035,146,36,12,92,66,114,48,5,*,71,146,45,41,41,40,41,41,41,40,41,41,41,146
2200140303000,4747,654,416,2771,2275,3386,2487,655,182,1729,4691,1804,728,1168,887,887,1147,1344,1361,1383,1402,1378,4691
2200140303001,92,18,3,52,42,61,48,10,4,36,92,35,14,24,17,22,26,28,28,27,28,28,92
2200140303003,102,7,*,45,44,51,38,10,*,41,78,37,11,19,13,20,23,24,25,25,25,25,78
2200140303004,17,*,*,11,8,11,5,3,0,8,17,9,6,6,6,6,5,6,6,6,6,6,17
2200140303005,74,8,5,46,42,50,43,*,4,30,71,27,13,16,14,16,20,22,22,22,22,22,71
2200140303006,399,45,35,261,192,256,198,43,7,137,399,172,86,109,96,91,109,126,126,126,130,120,399
2200140303007,106,19,5,66,49,91,68,21,*,43,106,35,22,30,24,29,31,33,33,33,33,33,106
2200140303008,86,14,8,41,38,57,33,23,0,33,86,29,11,20,13,18,24,25,25,25,25,22,86
2200140303009,68,10,*,32,33,38,25,8,5,22,65,28,6,13,6,10,16,21,22,22,22,22,65
2200140303010,89,8,6,51,50,65,55,8,3,36,85,33,9,22,15,10,19,26,27,28,28,28,85
2200140303011,239,43,10,105,124,165,115,28,21,70,233,100,25,64,32,25,51,64,71,74,74,72,233
2200140303012,195,21,10,99,106,144,108,36,4,66,192,85,26,52,38,36,56,60,58,61,61,61,192
2200140303013,87,13,4,54,42,70,41,23,6,36,87,25,16,19,21,20,22,24,24,23,24,23,87
2200140303014,363,54,30,229,180,273,207,67,*,130,360,115,58,87,67,74,89,97,99,101,101,99,360
2200140303015,5,*,*,*,*,*,*,*,*,*,*,5,*,*,*,*,*,*,*,*,*,*,*
2200140303016,186,26,13,106,90,118,83,24,11,77,186,70,23,40,30,26,39,50,50,51,51,51,186
2200140303017,142,19,14,87,79,94,66,16,5,43,142,53,24,35,27,20,27,39,39,40,40,40,142
2200140303018,83,5,17,54,43,59,39,8,*,30,83,44,14,25,19,12,20,30,29,32,32,32,83
2200140303019,214,27,14,128,98,149,102,28,11,81,211,105,36,56,45,43,61,69,71,72,72,71,211
2200140303020,201,32,15,116,93,128,106,15,4,76,201,87,22,40,29,29,43,50,51,44,54,53,201
2200140303021,125,29,12,65,56,97,79,4,14,43,125,48,12,28,20,21,27,33,34,33,34,34,125
2200140303022,35,3,*,23,15,30,17,13,0,12,35,12,9,10,9,9,12,12,12,12,12,12,35
2200140303023,150,22,20,82,62,98,70,19,5,46,150,52,17,32,28,27,34,41,44,43,44,44,150
2200140303024,253,28,21,181,128,195,141,42,15,94,253,123,44,75,53,44,59,76,79,87,87,85,253
2200140303025,312,50,41,158,125,242,180,48,14,102,312,103,44,76,54,50,66,81,79,83,83,84,312
2200140303026,42,5,5,21,17,32,14,15,4,14,42,20,6,12,7,8,14,14,14,14,14,14,42
2200140303028,214,30,24,121,103,158,128,23,11,91,214,74,32,49,35,41,47,56,57,56,57,56,214
2200140303029,32,5,3,25,18,29,23,5,*,12,32,12,9,10,10,6,10,11,11,11,11,11,32
2200140303035,82,11,8,53,41,68,55,9,0,35,82,22,17,22,18,21,22,22,22,22,22,22,82
2200140303040,76,11,9,52,34,52,39,8,5,25,76,24,11,18,13,18,19,23,23,24,24,24,76
2200140303041,117,12,9,74,50,80,53,17,6,50,114,39,19,27,23,27,32,34,34,34,34,34,114
2200140303042,122,9,17,93,75,89,59,26,3,53,122,42,25,33,29,32,34,35,35,37,37,37,122
2200140303049,27,0,5,20,15,17,8,8,0,12,27,12,6,9,6,8,8,10,10,10,10,10,27
2200140303050,62,13,3,39,25,51,22,17,*,28,59,17,10,13,12,13,14,15,15,15,15,15,59
2200140303051,61,12,*,36,30,52,41,11,0,25,61,15,12,13,13,15,15,15,15,15,15,15,61
2200140303052,54,0,29,48,17,45,39,*,*,9,54,24,12,17,15,8,9,17,16,17,17,17,54
2200140303053,51,7,6,34,25,32,27,5,0,22,51,18,9,15,12,12,12,15,15,15,15,15,51
2200140303056,33,3,*,15,16,20,18,*,0,10,33,10,4,4,6,6,8,8,8,8,8,8,33
2200140303057,151,31,7,48,69,115,93,9,9,49,151,43,8,27,12,14,23,31,31,34,34,32,151
2200140318000,2209,348,161,1204,1122,1567,1184,223,103,714,2013,864,336,560,407,384,498,622,633,637,646,638,2013
2200140318001,91,7,8,45,31,50,34,15,0,17,58,24,9,14,12,10,12,15,17,18,18,18,58
2200140318002,471,82,37,257,235,338,258,36,37,174,456,191,79,138,99,90,118,143,146,143,148,146,456
2200140318003,203,25,10,116,116,137,76,20,3,74,182,88,39,56,43,46,52,61,60,60,62,60,182
2200140318004,175,19,12,89,83,120,74,26,10,59,166,62,25,42,30,31,44,52,51,52,52,52,166
2200140318005,12,0,0,12,10,11,6,3,*,4,12,4,3,4,3,4,3,4,4,4,4,4,12
2200140318006,17,*,*,12,8,6,4,*,0,*,17,9,*,3,*,4,3,6,6,6,6,6,17
2200140318007,14,4,*,8,7,3,*,0,0,6,14,9,*,3,*,3,4,4,5,4,5,5,14
2200140318008,109,10,3,65,57,78,65,14,0,29,100,46,16,21,17,17,24,30,31,30,31,31,100
2200140318009,93,8,12,54,39,67,52,14,0,31,87,32,11,17,12,10,18,23,25,25,25,25,87
2200140318010,98,30,6,27,39,55,44,*,7,19,44,12,4,8,5,5,6,9,9,9,9,9,44
2200140318011,310,63,22,152,166,235,186,39,14,101,304,117,42,81,59,53,70,86,88,91,91,90,304
2200140318012,20,*,*,13,8,16,10,4,*,6,20,10,5,7,5,5,7,7,7,7,7,7,20
2200140318013,121,7,7,87,61,85,73,7,4,32,105,40,18,27,20,25,28,33,34,34,34,33,105
2200140318014,40,5,3,15,26,27,21,*,3,12,40,16,3,11,3,7,9,13,13,13,13,12,40
2200140318016,27,6,*,15,10,24,18,5,*,5,27,17,4,8,5,5,8,10,9,10,10,10,27
2200140318020,9,3,*,6,3,9,6,0,3,4,9,12,*,3,*,*,*,*,3,3,3,3,9
2200140318021,52,16,3,28,21,38,32,8,0,23,49,18,7,14,8,11,10,15,15,15,15,15,49
2200140318022,82,12,5,48,52,60,44,10,6,27,76,34,16,26,18,14,20,26,27,28,28,28,76
2200140318024,32,5,9,25,25,27,26,0,0,14,32,18,8,11,9,4,8,12,12,12,12,12,32
2200140318026,24,5,3,15,15,19,14,*,0,4,24,9,*,6,3,6,4,7,7,7,7,7,24
2200140318028,62,10,5,34,32,48,43,*,4,22,56,25,12,18,15,6,15,18,17,18,18,18,56
2200140318032,14,3,*,7,11,11,9,*,0,6,14,6,*,3,*,3,3,4,4,4,4,4,14
2200140318035,17,4,0,8,7,14,14,0,0,6,14,6,*,3,*,*,3,4,3,4,4,4,14
2200140318038,9,0,0,6,5,6,5,0,0,4,6,6,3,3,4,*,3,4,4,4,4,4,6
2200140318041,9,*,*,7,5,5,4,*,0,*,9,6,4,5,4,3,*,4,5,5,5,5,9
2200140318043,17,3,0,10,9,16,11,0,5,6,17,6,3,6,4,4,5,6,6,6,6,6,17
2200140318044,45,8,*,20,19,30,23,8,0,14,39,20,5,9,7,8,10,12,12,12,12,12,39
2200140318045,36,10,4,23,22,32,30,4,*,12,36,21,9,13,13,6,9,12,13,13,13,12,36
2200140322000,1595,272,117,902,798,1174,831,174,99,609,1588,610,312,444,362,344,390,479,477,490,494,484,1588
2200140322001,1,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200140322003,213,43,12,82,107,154,106,22,32,81,213,75,21,43,28,22,32,51,52,53,53,53,213
2200140322004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322005,123,26,4,50,50,99,75,9,14,46,120,35,16,23,19,22,29,29,29,30,30,29,120
2200140322006,26,0,6,15,12,25,21,3,*,10,26,8,6,7,6,5,7,8,8,8,8,8,26
2200140322007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322009,84,19,6,52,44,59,27,17,5,42,84,38,24,25,24,24,25,25,25,23,25,25,84
2200140322010,23,7,0,12,11,8,7,*,0,10,23,8,3,6,6,5,5,7,6,6,7,7,23
2200140322011,43,7,0,24,21,34,30,3,0,15,43,14,6,12,11,12,11,12,13,13,13,13,43
2200140322012,46,4,3,25,26,34,18,9,8,17,46,13,6,10,8,5,11,11,11,11,11,11,46
2200140322014,18,3,*,10,12,14,12,0,*,6,18,10,*,6,4,*,*,*,8,8,8,8,18
2200140322015,60,11,8,36,26,57,42,24,*,25,60,14,10,14,10,11,14,14,14,14,14,14,60
2200140322016,72,9,13,55,37,57,38,11,0,22,72,23,16,18,19,17,18,22,22,22,22,22,72
2200140322017,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322018,15,0,*,12,8,13,8,*,0,7,15,6,5,6,5,6,6,6,6,6,6,5,15
2200140322019,105,17,7,59,52,58,47,7,*,44,102,39,26,29,27,27,29,31,30,30,31,31,102
2200140322020,109,11,13,74,52,75,48,16,3,40,109,35,23,31,25,29,30,32,32,32,32,31,109
2200140322022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322024,75,8,*,48,41,56,44,5,4,25,75,35,16,25,22,18,24,27,28,28,28,28,75
2200140322025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322026,94,18,*,48,45,70,54,10,10,38,94,35,17,25,20,20,23,26,26,26,26,25,94
2200140322028,56,13,7,36,29,35,28,*,*,14,56,24,12,20,15,15,14,20,20,20,20,20,56
2200140322031,13,*,*,10,6,11,10,0,0,4,13,11,5,6,5,5,*,7,6,7,7,7,13
2200140322034,78,11,8,50,39,64,52,*,*,36,78,26,17,21,18,18,17,23,23,23,23,21,78
2200140322035,48,6,3,27,23,24,13,8,*,17,48,18,8,12,9,10,11,16,15,17,17,17,48
2200140322036,61,16,3,33,30,52,37,12,*,25,61,21,13,18,14,11,14,16,17,18,18,18,61
2200140322037,17,*,0,10,10,9,7,*,0,6,17,12,5,7,5,7,8,8,7,8,8,7,17
2200140322038,8,*,0,3,6,8,0,0,0,*,8,3,*,3,*,*,*,3,3,3,3,3,8
2200140322039,79,17,6,38,36,64,38,10,*,36,79,27,16,18,17,18,22,23,22,23,23,20,79
2200140322040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322042,20,8,3,8,4,18,11,0,0,6,20,7,4,4,4,4,4,4,4,4,4,4,20
2200140322043,4,*,*,*,*,*,*,*,*,*,*,1,*,*,*,*,*,*,*,*,*,*,*
2200140322044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140322046,36,6,*,29,26,33,27,0,4,12,36,24,16,19,18,12,9,20,17,20,20,20,36
2200140322047,39,4,3,29,24,30,20,*,5,15,39,24,8,20,12,11,13,21,18,21,21,21,39
2200140322048,28,3,5,23,19,13,11,0,0,8,28,23,9,15,9,7,8,14,14,15,15,15,28
2200140337000,1601,237,139,1057,804,1107,760,82,50,645,1564,541,345,417,375,402,421,445,445,450,452,411,1564
2200140337001,84,13,7,63,45,64,47,5,0,31,84,26,17,21,19,22,22,23,23,23,23,22,84
2200140337002,98,22,16,65,52,81,73,*,7,25,77,22,16,18,18,18,19,19,19,19,19,19,77
2200140337003,83,15,0,55,47,71,54,6,10,30,83,28,15,21,21,20,23,24,24,24,24,24,83
2200140337004,70,3,5,50,31,54,32,15,*,26,67,23,15,17,16,16,19,21,21,21,21,21,67
2200140337005,58,10,6,33,26,36,20,3,8,29,55,19,11,10,10,12,15,15,15,15,15,15,55
2200140337006,59,6,10,43,34,37,26,5,0,21,59,26,13,19,15,16,17,19,19,19,19,19,59
2200140337007,35,6,0,21,19,23,19,0,4,15,35,16,5,11,7,8,10,11,11,10,11,11,35
2200140337008,48,7,6,34,26,26,21,0,0,15,48,19,13,15,14,15,13,16,15,17,17,17,48
2200140337009,101,19,7,62,50,67,43,6,0,45,98,38,19,33,24,27,28,34,34,34,34,34,98
2200140337010,73,15,6,45,33,62,55,5,0,34,73,25,18,22,20,22,22,22,21,22,22,22,73
2200140337011,110,13,16,73,56,73,23,*,3,48,110,34,25,24,24,26,27,27,27,27,27,27,110
2200140337012,41,3,5,29,21,34,12,6,0,24,41,19,11,13,12,13,13,13,13,13,13,10,41
2200140337013,65,12,8,44,24,52,48,3,0,24,65,19,11,16,12,14,15,15,15,16,16,15,65
2200140337014,76,10,10,54,35,47,35,3,*,32,76,18,16,17,17,17,16,17,18,18,18,17,76
2200140337015,17,*,*,13,8,13,8,*,0,8,17,6,5,5,5,5,5,5,5,5,5,5,17
2200140337016,13,0,0,9,8,11,9,0,0,5,13,6,3,4,4,5,5,5,5,5,5,5,13
2200140337018,46,6,*,23,16,33,25,8,*,15,46,20,9,13,9,10,13,14,15,16,16,16,46
2200140337019,28,5,*,15,12,9,8,*,0,12,28,7,7,7,7,7,7,7,7,7,7,7,28
2200140337020,9,*,0,4,6,9,5,0,0,3,9,4,*,*,*,3,*,3,3,3,3,3,9
2200140337021,99,10,9,60,52,62,36,0,9,40,96,28,22,24,22,24,23,24,24,24,24,24,96
2200140337023,77,19,*,43,36,37,30,*,*,34,77,24,17,22,20,22,23,23,23,23,23,23,77
2200140337024,20,4,*,13,11,13,9,0,0,6,20,6,5,5,5,5,5,5,5,4,5,*,20
2200140337025,29,*,4,22,18,11,7,*,0,10,29,8,6,7,6,6,7,7,7,7,7,7,29
2200140337027,46,*,*,37,23,40,29,*,0,25,46,23,13,16,13,14,16,16,16,16,16,3,46
2200140337028,34,7,0,18,18,29,20,0,*,14,34,12,8,9,8,9,9,9,9,9,9,9,34
2200140337029,34,0,5,24,21,19,13,*,*,13,34,11,6,6,6,6,6,6,6,8,8,8,34
2200140337030,19,*,*,15,9,11,10,0,0,10,19,9,5,5,5,6,6,7,7,7,7,7,19
2200140337038,115,22,5,81,57,74,35,6,*,47,111,40,28,30,30,31,31,33,33,33,33,14,111
2200140337039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2200140337040,14,3,0,9,10,9,8,*,*,4,14,5,5,5,5,3,4,5,5,5,5,5,14
2200140341000,4238,704,352,2413,2054,3264,2557,306,214,1733,4106,1401,735,1087,806,971,1133,1206,1215,1213,1219,1205,4106
2200140341001,252,67,11,74,101,182,134,13,20,103,252,67,17,44,19,30,53,62,62,62,62,59,252
2200140341002,185,14,9,79,137,159,46,3,95,42,90,30,17,27,20,23,26,27,28,28,28,28,90
2200140341003,77,9,12,57,35,57,47,7,4,34,77,27,18,24,21,22,24,25,25,25,25,25,77
2200140341005,110,18,8,77,54,75,53,6,0,48,110,40,25,30,29,30,30,31,31,31,31,31,110
2200140341006,275,54,14,113,119,217,177,28,12,117,274,86,29,64,32,48,70,71,71,71,71,71,274
